>Q0010 Q0010 SGDID:S000007257, Chromosome Mito:3952..4338
>CMK2 YOL016C SGDID:S000005376, Chromosome XV:294777..296120
>YOL019W-A YOL019W-A SGDID:S000028707, Chromosome XV:288420..288572
>IFM1 YOL023W SGDID:S000005383, Chromosome XV:278056..280086
>LAG2 YOL025W SGDID:S000005385, Chromosome XV:274957..276939
>MIM1 YOL026C SGDID:S000005386, Chromosome XV:274012..274353
>MDM38 YOL027C SGDID:S000005387, Chromosome XV:272003..273724
>GAS5 YOL030W SGDID:S000005390, Chromosome XV:268187..269641
>SIL1 YOL031C SGDID:S000005391, Chromosome XV:266264..267529
>OPI10 YOL032W SGDID:S000005392, Chromosome XV:265429..266169
>YOL035C YOL035C SGDID:S000005395, Chromosome XV:258803..259105
>YOL036W YOL036W SGDID:S000005396, Chromosome XV:256745..259030
>YOL037C YOL037C SGDID:S000005397, Chromosome XV:256666..257019
>YOL038C-A YOL038C-A SGDID:S000028812, Chromosome XV:254926..255021
>PRE6 YOL038W SGDID:S000005398, Chromosome XV:255337..256101
>RPP2A YOL039W SGDID:S000005399, Chromosome XV:254297..254617
>RPS15 YOL040C SGDID:S000005400, Chromosome XV:253149..253577
>NGL1 YOL042W SGDID:S000005402, Chromosome XV:249825..250916
>NTG2 YOL043C SGDID:S000005403, Chromosome XV:248392..249534
>PEX15 YOL044W SGDID:S000005404, Chromosome XV:247150..248301
>YOL046C YOL046C SGDID:S000005406, Chromosome XV:243466..244140
>LDS2 YOL047C SGDID:S000005407, Chromosome XV:241614..242747
>RRT8 YOL048C SGDID:S000005408, Chromosome XV:240204..241310
>GSH2 YOL049W SGDID:S000005409, Chromosome XV:238619..240094
>YOL050C YOL050C SGDID:S000005410, Chromosome XV:237882..238202
>GAL11 YOL051W SGDID:S000005411, Chromosome XV:234940..238185
>DDR2 YOL052C-A SGDID:S000005413, Chromosome XV:231570..231755
>SPE2 YOL052C SGDID:S000005412, Chromosome XV:232446..233636
>AIM39 YOL053W SGDID:S000005414, Chromosome XV:230085..231272
>PSH1 YOL054W SGDID:S000005415, Chromosome XV:228614..229834
>ARG1 YOL058W SGDID:S000005419, Chromosome XV:219211..220473
>GPD2 YOL059W SGDID:S000005420, Chromosome XV:217126..218448
>MAM3 YOL060C SGDID:S000005421, Chromosome XV:214017..216137
>MET22 YOL064C SGDID:S000005425, Chromosome XV:206103..207176
>INP54 YOL065C SGDID:S000005426, Chromosome XV:204731..205885
>RIB2 YOL066C SGDID:S000005427, Chromosome XV:202696..204471
>SDH5 YOL071W SGDID:S000005432, Chromosome XV:196507..196995
>DSC2 YOL073C SGDID:S000005434, Chromosome XV:193832..194800
>YOL075C YOL075C SGDID:S000005435, Chromosome XV:189658..193542
>MDM20 YOL076W SGDID:S000005436, Chromosome XV:187024..189414
>BRX1 YOL077C SGDID:S000005437, Chromosome XV:185848..186723
>ATP19 YOL077W-A SGDID:S000007339, Chromosome XV:185438..185644
>YOL079W YOL079W SGDID:S000005439, Chromosome XV:181057..181455
>REX4 YOL080C SGDID:S000005440, Chromosome XV:180558..181427
>YOL083C-A YOL083C-A SGDID:S000028853, Chromosome XV:166461..166601
>ATG34 YOL083W SGDID:S000005443, Chromosome XV:165714..166952
>YOL085C YOL085C SGDID:S000005445, Chromosome XV:161673..162014
>YOL085W-A YOL085W-A SGDID:S000028708, Chromosome XV:161579..161791
>DUF1 YOL087C SGDID:S000005447, Chromosome XV:155287..158637
>MSH2 YOL090W SGDID:S000005450, Chromosome XV:147382..150276
>TRM10 YOL093W SGDID:S000005453, Chromosome XV:142815..143696
>WRS1 YOL097C SGDID:S000005457, Chromosome XV:136527..137825
>YOL097W-A YOL097W-A SGDID:S000028854, Chromosome XV:136220..136405
>SDD3 YOL098C SGDID:S000005458, Chromosome XV:132725..135838
>YOL099C YOL099C SGDID:S000005459, Chromosome XV:132017..132508
>PKH2 YOL100W SGDID:S000005460, Chromosome XV:129237..132482
>IZH4 YOL101C SGDID:S000005461, Chromosome XV:126982..127920
>TPT1 YOL102C SGDID:S000005462, Chromosome XV:125997..126689
>NDJ1 YOL104C SGDID:S000005464, Chromosome XV:116396..117454
>YOL106W YOL106W SGDID:S000005466, Chromosome XV:113226..113579
>YOL107W YOL107W SGDID:S000005467, Chromosome XV:112102..113130
>MDY2 YOL111C SGDID:S000005471, Chromosome XV:108258..108896
>MSB4 YOL112W SGDID:S000005472, Chromosome XV:106710..108188
>PTH4 YOL114C SGDID:S000005474, Chromosome XV:103317..103925
>RRI2 YOL117W SGDID:S000005477, Chromosome XV:97551..99488
>YOL118C YOL118C SGDID:S000005478, Chromosome XV:96608..96916
>MCH4 YOL119C SGDID:S000005479, Chromosome XV:94856..96361
>HRP1 YOL123W SGDID:S000005483, Chromosome XV:87844..89448
>TRM13 YOL125W SGDID:S000005485, Chromosome XV:83834..85264
>MDH2 YOL126C SGDID:S000005486, Chromosome XV:81787..82920
>RPL25 YOL127W SGDID:S000005487, Chromosome XV:80348..81190
>VPS68 YOL129W SGDID:S000005489, Chromosome XV:77560..78114
>YOL131W YOL131W SGDID:S000005491, Chromosome XV:73031..73357
>GAS4 YOL132W SGDID:S000005492, Chromosome XV:71300..72715
>HRT1 YOL133W SGDID:S000005493, Chromosome XV:70325..70690
>YOL134C YOL134C SGDID:S000005494, Chromosome XV:70156..70545
>MED7 YOL135C SGDID:S000005495, Chromosome XV:69376..70044
>PFK27 YOL136C SGDID:S000005496, Chromosome XV:67561..68754
>RTC1 YOL138C SGDID:S000005498, Chromosome XV:61325..65350
>PPM2 YOL141W SGDID:S000005501, Chromosome XV:56452..58539
>RRP40 YOL142W SGDID:S000005502, Chromosome XV:55558..56280
>RIB4 YOL143C SGDID:S000005503, Chromosome XV:54595..55104
>NOP8 YOL144W SGDID:S000005504, Chromosome XV:53098..54552
>CTR9 YOL145C SGDID:S000005505, Chromosome XV:49555..52788
>SPT20 YOL148C SGDID:S000005508, Chromosome XV:45760..47574
>DCP1 YOL149W SGDID:S000005509, Chromosome XV:44938..45633
>YOL150C YOL150C SGDID:S000005510, Chromosome XV:44473..44784
>GRE2 YOL151W SGDID:S000005511, Chromosome XV:43694..44722
>FRE7 YOL152W SGDID:S000005512, Chromosome XV:40748..42610
>YOL155W-A YOL155W-A SGDID:S000028855, Chromosome XV:27084..27218
>YOL159C-A YOL159C-A SGDID:S000007627, Chromosome XV:15233..15505
>YOL160W YOL160W SGDID:S000005520, Chromosome XV:14313..14654
>YOL164W-A YOL164W-A SGDID:S000028580, Chromosome XV:4130..4312
>BDS1 YOL164W SGDID:S000005524, Chromosome XV:6175..8115
>YOL166C YOL166C SGDID:S000005526, Chromosome XV:1000..1338
>RRP6 YOR001W SGDID:S000005527, Chromosome XV:326832..329033
>YSP3 YOR003W SGDID:S000005529, Chromosome XV:331455..332891
>UTP23 YOR004W SGDID:S000005530, Chromosome XV:333592..334356
>SGT2 YOR007C SGDID:S000005533, Chromosome XV:338938..339978
>YOR008C-A YOR008C-A SGDID:S000006431, Chromosome XV:342857..343081
>SLG1 YOR008C SGDID:S000005534, Chromosome XV:341278..342414
>YOR008W-B YOR008W-B SGDID:S000007628, Chromosome XV:343929..344030
>TIR4 YOR009W SGDID:S000005535, Chromosome XV:344335..345798
>TIR2 YOR010C SGDID:S000005536, Chromosome XV:346195..346950
>YOR011W-A YOR011W-A SGDID:S000028581, Chromosome XV:355652..355858
>AUS1 YOR011W SGDID:S000005537, Chromosome XV:349679..353863
>RTS1 YOR014W SGDID:S000005540, Chromosome XV:357674..359947
>YOR015W YOR015W SGDID:S000005541, Chromosome XV:359993..360352
>ERP4 YOR016C SGDID:S000005542, Chromosome XV:360461..361084
>PET127 YOR017W SGDID:S000005543, Chromosome XV:361412..363814
>ROD1 YOR018W SGDID:S000005544, Chromosome XV:364369..366882
>YOR019W YOR019W SGDID:S000005545, Chromosome XV:368127..370319
>HSP10 YOR020C SGDID:S000005546, Chromosome XV:370524..370844
>MCO10 YOR020W-A SGDID:S000028526, Chromosome XV:371685..371957
>SFM1 YOR021C SGDID:S000005547, Chromosome XV:372798..373439
>YOR024W YOR024W SGDID:S000005550, Chromosome XV:377847..378170
>YOR029W YOR029W SGDID:S000005555, Chromosome XV:384600..384935
>DFG16 YOR030W SGDID:S000005556, Chromosome XV:386825..388684
>CRS5 YOR031W SGDID:S000005557, Chromosome XV:389213..389422
>HMS1 YOR032C SGDID:S000005558, Chromosome XV:389771..391075
>YOR032W-A YOR032W-A SGDID:S000028710, Chromosome XV:392176..392376
>YOR034C-A YOR034C-A SGDID:S000028856, Chromosome XV:397426..397668
>SHE4 YOR035C SGDID:S000005561, Chromosome XV:397735..400104
>HIR2 YOR038C SGDID:S000005564, Chromosome XV:402761..405388
>CKB2 YOR039W SGDID:S000005565, Chromosome XV:405768..406544
>GLO4 YOR040W SGDID:S000005566, Chromosome XV:407064..407921
>YOR041C YOR041C SGDID:S000005567, Chromosome XV:408358..408789
>CUE5 YOR042W SGDID:S000005568, Chromosome XV:408425..409660
>WHI2 YOR043W SGDID:S000005569, Chromosome XV:410870..412330
>IRC23 YOR044W SGDID:S000005570, Chromosome XV:413007..413480
>TOM6 YOR045W SGDID:S000005571, Chromosome XV:413852..414037
>RAT1 YOR048C SGDID:S000005574, Chromosome XV:418630..421650
>YOR050C YOR050C SGDID:S000005576, Chromosome XV:424270..424617
>TMC1 YOR052C SGDID:S000005578, Chromosome XV:426772..427224
>YOR053W YOR053W SGDID:S000005579, Chromosome XV:427817..428158
>VHS3 YOR054C SGDID:S000005580, Chromosome XV:427833..429857
>YOR055W YOR055W SGDID:S000005581, Chromosome XV:429478..429912
>NOB1 YOR056C SGDID:S000005582, Chromosome XV:430247..431626
>ASE1 YOR058C SGDID:S000005584, Chromosome XV:433688..436345
>LPL1 YOR059C SGDID:S000005585, Chromosome XV:438906..440258
>SLD7 YOR060C SGDID:S000005586, Chromosome XV:440390..441163
>CKA2 YOR061W SGDID:S000005587, Chromosome XV:441534..442553
>YOR062C YOR062C SGDID:S000005588, Chromosome XV:442725..443531
>RPL3 YOR063W SGDID:S000005589, Chromosome XV:444686..445849
>YNG1 YOR064C SGDID:S000005590, Chromosome XV:446079..446738
>CYT1 YOR065W SGDID:S000005591, Chromosome XV:447439..448368
>MSA1 YOR066W SGDID:S000005592, Chromosome XV:449436..451325
>ALG8 YOR067C SGDID:S000005593, Chromosome XV:451729..453462
>VAM10 YOR068C SGDID:S000005594, Chromosome XV:453869..454213
>GYP1 YOR070C SGDID:S000005596, Chromosome XV:455907..457820
>YOR072W-A YOR072W-A SGDID:S000028582, Chromosome XV:461791..462039
>YOR072W-B YOR072W-B SGDID:S000028516, Chromosome XV:464469..464630
>YOR072W YOR072W SGDID:S000005598, Chromosome XV:461502..461816
>YOR073W-A YOR073W-A SGDID:S000028583, Chromosome XV:467390..467623
>SGO1 YOR073W SGDID:S000005599, Chromosome XV:464771..466543
>UFE1 YOR075W SGDID:S000005601, Chromosome XV:468212..469252
>SKI7 YOR076C SGDID:S000005602, Chromosome XV:469377..471620
>RTS2 YOR077W SGDID:S000005603, Chromosome XV:471899..472597
>BUD21 YOR078W SGDID:S000005604, Chromosome XV:472725..473369
>DIA2 YOR080W SGDID:S000005606, Chromosome XV:474594..476792
>TGL5 YOR081C SGDID:S000005607, Chromosome XV:476939..479188
>YOR082C YOR082C SGDID:S000005608, Chromosome XV:479296..479637
>OST3 YOR085W SGDID:S000005611, Chromosome XV:482033..483085
>TCB1 YOR086C SGDID:S000005612, Chromosome XV:483219..486779
>VPS21 YOR089C SGDID:S000005615, Chromosome XV:490196..490828
>PTC5 YOR090C SGDID:S000005616, Chromosome XV:491123..492841
>TMA46 YOR091W SGDID:S000005617, Chromosome XV:493433..494470
>CMR2 YOR093C SGDID:S000005619, Chromosome XV:497506..502452
>ARF3 YOR094W SGDID:S000005620, Chromosome XV:502795..503346
>RKI1 YOR095C SGDID:S000005621, Chromosome XV:503552..504328
>RPS7A YOR096W SGDID:S000005622, Chromosome XV:505794..506767
>YOR097C YOR097C SGDID:S000005623, Chromosome XV:506978..507505
>CRC1 YOR100C SGDID:S000005626, Chromosome XV:513295..514278
>YOR102W YOR102W SGDID:S000005628, Chromosome XV:516423..516773
>OST2 YOR103C SGDID:S000005629, Chromosome XV:516449..516841
>PIN2 YOR104W SGDID:S000005630, Chromosome XV:517642..518490
>YOR105W YOR105W SGDID:S000005631, Chromosome XV:518195..518521
>VAM3 YOR106W SGDID:S000005632, Chromosome XV:519121..519972
>YOR108C-A YOR108C-A SGDID:S000028711, Chromosome XV:524605..524814
>TFC7 YOR110W SGDID:S000005636, Chromosome XV:528941..530248
>YOR111W YOR111W SGDID:S000005637, Chromosome XV:530429..531127
>CEX1 YOR112W SGDID:S000005638, Chromosome XV:531508..533793
>AZF1 YOR113W SGDID:S000005639, Chromosome XV:534075..536819
>DPI34 YOR114W SGDID:S000005640, Chromosome XV:537570..538454
>RPT5 YOR117W SGDID:S000005643, Chromosome XV:545029..546333
>RTC5 YOR118W SGDID:S000005644, Chromosome XV:546857..548560
>GCY1 YOR120W SGDID:S000005646, Chromosome XV:551114..552052
>YOR121C YOR121C SGDID:S000005647, Chromosome XV:551798..552103
>PFY1 YOR122C SGDID:S000005648, Chromosome XV:552298..552887
>LEO1 YOR123C SGDID:S000005649, Chromosome XV:553176..554570
>UBP2 YOR124C SGDID:S000005650, Chromosome XV:554824..558642
>IAH1 YOR126C SGDID:S000005652, Chromosome XV:559961..560677
>RGA1 YOR127W SGDID:S000005653, Chromosome XV:561170..564193
>ADE2 YOR128C SGDID:S000005654, Chromosome XV:564476..566191
>AFI1 YOR129C SGDID:S000005655, Chromosome XV:566877..569558
>ORT1 YOR130C SGDID:S000005656, Chromosome XV:569929..570807
>YOR131C YOR131C SGDID:S000005657, Chromosome XV:572182..572838
>BAG7 YOR134W SGDID:S000005660, Chromosome XV:578564..579793
>IRC14 YOR135C SGDID:S000005661, Chromosome XV:580159..580500
>SIA1 YOR137C SGDID:S000005663, Chromosome XV:581813..583681
>YOR139C YOR139C SGDID:S000005665, Chromosome XV:586950..587342
>SFL1 YOR140W SGDID:S000005666, Chromosome XV:586981..589281
>ARP8 YOR141C SGDID:S000005667, Chromosome XV:589942..592587
>LSC1 YOR142W SGDID:S000005668, Chromosome XV:593057..594046
>ELG1 YOR144C SGDID:S000005670, Chromosome XV:602717..605092
>YOR146W YOR146W SGDID:S000005672, Chromosome XV:605873..606178
>SMP3 YOR149C SGDID:S000005675, Chromosome XV:609838..611388
>MRPL23 YOR150W SGDID:S000005676, Chromosome XV:611999..612490
>RPB2 YOR151C SGDID:S000005677, Chromosome XV:612997..616671
>ATG40 YOR152C SGDID:S000005678, Chromosome XV:617518..618288
>ISN1 YOR155C SGDID:S000005681, Chromosome XV:626628..627980
>NFI1 YOR156C SGDID:S000005682, Chromosome XV:628360..630540
>PUP1 YOR157C SGDID:S000005683, Chromosome XV:630966..631751
>MTR10 YOR160W SGDID:S000005686, Chromosome XV:633839..636757
>YOR161C-C YOR161C-C SGDID:S000028712, Chromosome XV:639121..639267
>YOR161W-A YOR161W-A SGDID:S000028713, Chromosome XV:637574..637654
>YOR161W-B YOR161W-B SGDID:S000028714, Chromosome XV:637975..638235
>DDP1 YOR163W SGDID:S000005689, Chromosome XV:642741..643307
>GET4 YOR164C SGDID:S000005690, Chromosome XV:643394..644332
>SEY1 YOR165W SGDID:S000005691, Chromosome XV:644566..646896
>SWT1 YOR166C SGDID:S000005692, Chromosome XV:647126..648502
>GLN4 YOR168W SGDID:S000005694, Chromosome XV:649303..651732
>YOR169C YOR169C SGDID:S000005695, Chromosome XV:651376..651840
>YOR170W YOR170W SGDID:S000005696, Chromosome XV:651858..652163
>LCB4 YOR171C SGDID:S000005697, Chromosome XV:652010..653884
>MED4 YOR174W SGDID:S000005700, Chromosome XV:658747..659601
>ALE1 YOR175C SGDID:S000005701, Chromosome XV:659815..661674
>HEM15 YOR176W SGDID:S000005702, Chromosome XV:662401..663582
>MPC54 YOR177C SGDID:S000005703, Chromosome XV:665785..667179
>SYC1 YOR179C SGDID:S000005705, Chromosome XV:671845..672411
>DCI1 YOR180C SGDID:S000005706, Chromosome XV:674352..675167
>FYV12 YOR183W SGDID:S000005709, Chromosome XV:678872..679261
>YOR186C-A YOR186C-A SGDID:S000028715, Chromosome XV:683329..683538
>YOR186W YOR186W SGDID:S000005712, Chromosome XV:683111..683545
>IES4 YOR189W SGDID:S000005715, Chromosome XV:689624..689974
>SPR1 YOR190W SGDID:S000005716, Chromosome XV:690695..692032
>ULS1 YOR191W SGDID:S000005717, Chromosome XV:692475..697334
>PEX27 YOR193W SGDID:S000005719, Chromosome XV:710446..711576
>TOA1 YOR194C SGDID:S000005720, Chromosome XV:711683..712543
>SLK19 YOR195W SGDID:S000005721, Chromosome XV:712866..715331
>LIP5 YOR196C SGDID:S000005722, Chromosome XV:715593..716837
>MCA1 YOR197W SGDID:S000005723, Chromosome XV:717086..718384
>BFR1 YOR198C SGDID:S000005724, Chromosome XV:718653..720065
>YOR199W YOR199W SGDID:S000005725, Chromosome XV:720181..720510
>YOR200W YOR200W SGDID:S000005726, Chromosome XV:720417..720815
>MRM1 YOR201C SGDID:S000005727, Chromosome XV:720470..721708
>HIS3 YOR202W SGDID:S000005728, Chromosome XV:721946..722608
>YOR203W YOR203W SGDID:S000005729, Chromosome XV:722565..722918
>DED1 YOR204W SGDID:S000005730, Chromosome XV:722911..724725
>NOC2 YOR206W SGDID:S000005732, Chromosome XV:727512..729644
>RET1 YOR207C SGDID:S000005733, Chromosome XV:730008..733457
>PTP2 YOR208W SGDID:S000005734, Chromosome XV:733925..736177
>NPT1 YOR209C SGDID:S000005735, Chromosome XV:736437..737726
>STE4 YOR212W SGDID:S000005738, Chromosome XV:742910..744181
>AIM41 YOR215C SGDID:S000005741, Chromosome XV:746725..747282
>RUD3 YOR216C SGDID:S000005742, Chromosome XV:747525..748979
>YOR218C YOR218C SGDID:S000005744, Chromosome XV:751476..751895
>STE13 YOR219C SGDID:S000005745, Chromosome XV:752214..755009
>RCN2 YOR220W SGDID:S000005746, Chromosome XV:755328..756125
>ODC2 YOR222W SGDID:S000005748, Chromosome XV:758330..759253
>RPB8 YOR224C SGDID:S000005750, Chromosome XV:760825..761265
>YOR225W YOR225W SGDID:S000005751, Chromosome XV:761392..761721
>MCP1 YOR228C SGDID:S000005754, Chromosome XV:766869..767777
>WTM1 YOR230W SGDID:S000005756, Chromosome XV:770800..772113
>YOR231C-A YOR231C-A SGDID:S000028716, Chromosome XV:773163..773363
>MKK1 YOR231W SGDID:S000005757, Chromosome XV:772601..774127
>MGE1 YOR232W SGDID:S000005758, Chromosome XV:774573..775259
>KIN4 YOR233W SGDID:S000005759, Chromosome XV:775846..778248
>IRC13 YOR235W SGDID:S000005761, Chromosome XV:779870..780184
>SSP2 YOR242C SGDID:S000005768, Chromosome XV:788742..789857
>ESA1 YOR244W SGDID:S000005770, Chromosome XV:792531..793868
>DGA1 YOR245C SGDID:S000005771, Chromosome XV:794076..795332
>ENV9 YOR246C SGDID:S000005772, Chromosome XV:795801..796793
>SRL1 YOR247W SGDID:S000005773, Chromosome XV:797676..798308
>YOR248W YOR248W SGDID:S000005774, Chromosome XV:798013..798315
>CLP1 YOR250C SGDID:S000005776, Chromosome XV:800970..802307
>TMA16 YOR252W SGDID:S000005778, Chromosome XV:803667..804203
>SEC63 YOR254C SGDID:S000005780, Chromosome XV:805032..807023
>OSW1 YOR255W SGDID:S000005781, Chromosome XV:807271..808107
>CDC31 YOR257W SGDID:S000005783, Chromosome XV:811008..811493
>HNT3 YOR258W SGDID:S000005784, Chromosome XV:811671..812324
>RPT4 YOR259C SGDID:S000005785, Chromosome XV:812395..813708
>GPN2 YOR262W SGDID:S000005788, Chromosome XV:817292..818335
>YOR263C YOR263C SGDID:S000005789, Chromosome XV:818757..819164
>RBL2 YOR265W SGDID:S000005791, Chromosome XV:820454..820774
>YOR268C YOR268C SGDID:S000005794, Chromosome XV:825534..825932
>PAC1 YOR269W SGDID:S000005795, Chromosome XV:826385..827869
>VPH1 YOR270C SGDID:S000005796, Chromosome XV:828052..830574
>FSF1 YOR271C SGDID:S000005797, Chromosome XV:831059..832042
>TPO4 YOR273C SGDID:S000005799, Chromosome XV:834452..836431
>MOD5 YOR274W SGDID:S000005800, Chromosome XV:837674..838960
>RIM20 YOR275C SGDID:S000005801, Chromosome XV:839084..841069
>CAF20 YOR276W SGDID:S000005802, Chromosome XV:841333..841818
>YOR277C YOR277C SGDID:S000005803, Chromosome XV:841515..841823
>HEM4 YOR278W SGDID:S000005804, Chromosome XV:842817..843644
>RFM1 YOR279C SGDID:S000005805, Chromosome XV:843698..844630
>PLP2 YOR281C SGDID:S000005807, Chromosome XV:846269..847129
>YOR282W YOR282W SGDID:S000005808, Chromosome XV:847000..847320
>RDL1 YOR285W SGDID:S000005811, Chromosome XV:849635..850054
>RDL2 YOR286W SGDID:S000005812, Chromosome XV:850280..850729
>RRP36 YOR287C SGDID:S000005813, Chromosome XV:850937..851839
>MPD1 YOR288C SGDID:S000005814, Chromosome XV:852121..853077
>YOR289W YOR289W SGDID:S000005815, Chromosome XV:853357..854112
>SNF2 YOR290C SGDID:S000005816, Chromosome XV:855147..860258
>YPK9 YOR291W SGDID:S000005817, Chromosome XV:861175..865593
>YOR292C YOR292C SGDID:S000005818, Chromosome XV:865653..866582
>YOR293C-A YOR293C-A SGDID:S000028858, Chromosome XV:867998..868147
>RRS1 YOR294W SGDID:S000005820, Chromosome XV:868340..868951
>UAF30 YOR295W SGDID:S000005821, Chromosome XV:869208..869894
>YOR296W YOR296W SGDID:S000005822, Chromosome XV:870202..874071
>TIM18 YOR297C SGDID:S000005823, Chromosome XV:874743..875321
>MBF1 YOR298C-A SGDID:S000007253, Chromosome XV:877230..877685
>MUM3 YOR298W SGDID:S000005824, Chromosome XV:875599..877038
>BUD7 YOR299W SGDID:S000005825, Chromosome XV:878435..880675
>YOR300W YOR300W SGDID:S000005826, Chromosome XV:880575..880883
>YOR302W YOR302W SGDID:S000005828, Chromosome XV:882765..882842
>CPA1 YOR303W SGDID:S000005829, Chromosome XV:882899..884134
>BIL1 YOR304C-A SGDID:S000005830, Chromosome XV:888520..888750
>RRG7 YOR305W SGDID:S000005832, Chromosome XV:889022..889750
>SLY41 YOR307C SGDID:S000005834, Chromosome XV:892731..894092
>SNU66 YOR308C SGDID:S000005835, Chromosome XV:894624..896387
>YOR309C YOR309C SGDID:S000005836, Chromosome XV:896698..897078
>NOP58 YOR310C SGDID:S000005837, Chromosome XV:896825..898360
>DGK1 YOR311C SGDID:S000005838, Chromosome XV:899056..899928
>SPS4 YOR313C SGDID:S000005840, Chromosome XV:901858..902874
>YOR314W-A YOR314W-A SGDID:S000007629, Chromosome XV:904458..904568
>YOR314W YOR314W SGDID:S000005841, Chromosome XV:903043..903372
>SFG1 YOR315W SGDID:S000005842, Chromosome XV:904760..905800
>YOR316C-A YOR316C-A SGDID:S000028584, Chromosome XV:907726..907935
>COT1 YOR316C SGDID:S000005843, Chromosome XV:906236..907555
>FAA1 YOR317W SGDID:S000005844, Chromosome XV:909343..911445
>YOR318C YOR318C SGDID:S000005845, Chromosome XV:911784..912436
>HSH49 YOR319W SGDID:S000005846, Chromosome XV:912822..913463
>GNT1 YOR320C SGDID:S000005847, Chromosome XV:913619..915094
